mean_ace,min_ace,max_ace,ace_heterogeneity,mean_std_ace
0.0016165591647418626,0.0013934504736165376,0.001963432984976703,1.9394714463631628e-4,0.020479033145425634
0.0036829389896136057,0.003335546195617132,0.004204894424294905,2.845720169392314e-4,0.04507984101017264
0.00276227179158382,0.002493998791846533,0.003056505309210539,1.987512969785337e-4,0.035456111124067775
0.0030614650046907896,0.002796930681966562,0.0035581818974657056,2.448634475716054e-4,0.03896957288834745
NA,NA,NA,NA,NA
0.0028089079836563723,0.002628055808956223,0.0029661011058502826,1.1634129471236931e-4,0.036690868190142126
0.003196717244455959,0.003016277660934911,0.0033462243118399693,1.1130408557959193e-4,0.04028938359867512
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.002423394800191837,0.0021865809783668992,0.0026389932878827832,1.6124751997617193e-4,0.030863685704294645
0.003140050597255467,0.002864146332744206,0.0037560382434524264,3.2237163780806527e-4,0.038804712165508626
0.002878685984419935,0.002598172273483792,0.0031636057715260036,2.372246428472299e-4,0.03662355052764602
0.0021514503345069196,0.0019259237961940898,0.002340266390410307,1.639548933497774e-4,0.028031565706709807
NA,NA,NA,NA,NA
0.0025236762151460237,0.0022879991003396673,0.00276389438145809,1.7697590714572473e-4,0.03215896026202657
0.0033406832635577773,0.0030349610637615656,0.0036516951401108118,2.025639036779219e-4,0.04219849073258145
0.004066058922160782,0.003785217051731762,0.004460209779149364,2.4028001083869704e-4,0.05102685879059814
0.0023003209308758675,0.002060523787540714,0.00249622345676616,1.8005980583271218e-4,0.029268933648906603
0.0031569567251183745,0.002862579159632237,0.003669034563277453,2.6284032482828555e-4,0.04057882963445379
0.004130631068508738,0.003673606431678002,0.004515351230342929,3.114006532828261e-4,0.05150637916227713
0.003478841800263262,0.003127078344718046,0.0039162219203843825,2.537316098017917e-4,0.04502812156130053
0.0029299207969861354,0.002662307481316306,0.0031786582078815527,1.908961118385348e-4,0.03704921265304123
0.0032143696986773745,0.0029747406558504746,0.003672010051825876,2.3779926510327518e-4,0.04099125852349947
0.003159569050235902,0.002879484196853593,0.003649056323089434,2.486228774102375e-4,0.04017386704102217
0.003319892868304642,0.0030991446559884184,0.003923365580693009,2.855827952630197e-4,0.0422676159739413
0.002462062787758546,0.0022653848027085755,0.0026820274917599167,1.5522555865889716e-4,0.030927548535756518
0.0031519035020202315,0.0029032473430258957,0.0035825562847306572,2.470189811154898e-4,0.03988091473206215
NA,NA,NA,NA,NA
0.0020228788912497,0.00180372587088889,0.0022656506913882124,1.66309225277458e-4,0.026220491072418972
0.00313960136942585,0.0028775259866584135,0.003695051638511327,2.8088919652312485e-4,0.03967774988214941
0.003270403530713048,0.0029181940919619986,0.00357940704396283,2.6005199142132803e-4,0.04239775597078581
NA,NA,NA,NA,NA
0.003417780330271057,0.003038918327182235,0.00380333110420165,2.7904265213197745e-4,0.044560997441716314
NA,NA,NA,NA,NA
0.002017850399269697,0.0018118999155968603,0.0022088964151187767,1.675617940883331e-4,0.02560105279522753
0.0035563485443419504,0.0031857369380023904,0.003948870258070826,3.10251701365983e-4,0.04507067526070957
0.0037319611051225632,0.003410485257156694,0.004195066941899168,2.675302374337925e-4,0.0483342096991304
0.003655865545759338,0.0033894467163894833,0.004013052401663331,2.1699080447288555e-4,0.047441210512134485
0.004100949550154584,0.0036574574463328745,0.004581516100012305,3.4142626808629425e-4,0.05206178504726409
0.00379565891196912,0.00338016244351162,0.004093934576103836,2.434534506763196e-4,0.048079375033826845
0.0035898486967829196,0.003250453922208281,0.003975894235028192,2.5699095517986925e-4,0.04390904925798189
0.00488062875344511,0.004374492138520569,0.005482478287360008,3.7174938138326475e-4,0.06063538015488269
0.0028073017685449394,0.0025382334949229472,0.003243962625531323,2.1944624251892802e-4,0.03518951195704169
0.003928528317129324,0.0036145012898473705,0.004161102112085192,1.7918670088462065e-4,0.04990732662944634
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.002382992822163763,0.0020658254945927356,0.0026899022360171677,2.568839308408533e-4,0.03031293218540921
0.003220112421620507,0.0029125201504348872,0.003479100682739803,2.206124222901982e-4,0.04138618533513973
0.003333972204715587,0.003164569077760354,0.0037255717941688275,1.8328253097612193e-4,0.04623503122562308
0.003991129623609234,0.0036369829416924844,0.0044622036070219116,2.639964480093397e-4,0.04940559187563996
0.0038263626167786384,0.003469498718884457,0.0042606689640212,3.16283513275555e-4,0.04884670151604353
0.001683486991833077,0.001544009974004004,0.0019947066898690067,1.6351886132744784e-4,0.021768562256727995
0.004436362046609581,0.004088295192765691,0.004921729394285265,2.776295878179138e-4,0.05726410403364161
NA,NA,NA,NA,NA
0.0015871838347263241,0.001404221961348029,0.001736055234103755,1.2895360142584723e-4,0.020439810806332292
NA,NA,NA,NA,NA
0.0036447998069740538,0.0033122735760067698,0.0039767618342561465,2.5316610019316196e-4,0.04658724281870932
0.00191326488689652,0.0017542963647257334,0.002056750686861771,1.3505052745930497e-4,0.024794599817793247
0.003425449480267303,0.003087599174422322,0.0037723877673050987,2.4903445915761837e-4,0.04333310100539413
NA,NA,NA,NA,NA
0.003542527166681199,0.003091671132100589,0.003976137068643074,3.5173940265507644e-4,0.045693478214184985
0.003587311204551129,0.0033118080168146307,0.003866774541468277,2.0153858248994516e-4,0.04740339991348962
0.004063345313714547,0.0036620248607475334,0.004597558103089925,3.3987796534420717e-4,0.04941990565699346
0.003849109763896926,0.0035243082817013873,0.004495900997265023,3.329965291948782e-4,0.04923819956221915
0.0021294624227807665,0.0018484156153223354,0.0024513933996633446,2.447886637329214e-4,0.027267909152679785
0.001975295276498205,0.0017801245417631512,0.0022496832218772997,1.716717906345442e-4,0.024996869843927075
0.002761985047440105,0.0025189975185230047,0.0031437353090872735,2.2535590050676402e-4,0.03655358277986154
0.0027812035383588426,0.0024267053036416794,0.0030661431763149218,2.2872194489908105e-4,0.034941548862999196
0.004498560443220791,0.004191071690715939,0.005137369938837788,3.4529583199917617e-4,0.05687866844831786
NA,NA,NA,NA,NA
0.004415140376399673,0.004048466891746794,0.0047185182763880024,2.4671589420663376e-4,0.055100634039436346
0.0033972751312350926,0.003121045072947776,0.0037898028197019948,2.4921362575298055e-4,0.04291140372723468
NA,NA,NA,NA,NA
0.003547332167751871,0.0031969379613503626,0.003889011897063112,2.703213837659465e-4,0.044321376126977556
0.002987194869419533,0.002692584726444737,0.0032894911278728515,2.2971058071541718e-4,0.038106783005884895
NA,NA,NA,NA,NA
0.0024732903931353354,0.0022423346422090584,0.0026120532669188148,1.1969493491868444e-4,0.03137511388131114
0.003946244258379053,0.003583366642867341,0.004281891176991764,2.272929772321275e-4,0.04986288253458209
0.004393812394903589,0.004026439973910438,0.004890302252076941,2.841916535884673e-4,0.056324145122837746
0.003056756410668164,0.0026945923186890213,0.0034190931124130183,2.827192511885879e-4,0.038352445840775864
NA,NA,NA,NA,NA
0.0028828357061573538,0.00262324768548813,0.0031804657044542935,2.0436708009851748e-4,0.03628384723552267
0.0034787122011232553,0.003106669834771211,0.003847288683928473,2.782533654827964e-4,0.04608741697027471
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0017429798001274111,0.0015599344557605103,0.0019244144713987177,1.392944742672312e-4,0.021988915301084825
0.004107365457268936,0.003784211509187855,0.00434176001040208,2.0040028538696262e-4,0.05196850074250171
NA,NA,NA,NA,NA
0.0027674477037413735,0.0024024435526229047,0.0031000222934498014,2.8383048720663533e-4,0.034105877491443545
